Producto;Ingrediente activo;Form.;Uso Agricola;Reg. ICA;Cat. Tox.;Cultivo;Nombre común;Nombre científico;Dosis;PC ;PR ;Grupo;Subgrupo;Grupo;Subgrupo;;;;
SPIDER 250 SC;Imidacloprid + Lambdacihalotrina;SC;Insecticida;1502;II;Pasto;Chinche de los pastos;Collaria scenica Stal;0.3 L/ha;21 días;12 horas;;;;;;;;
SPIDER 250 SC;Imidacloprid + Lambdacihalotrina;SC;Insecticida;1502;II;Pasto;Mión de los pastos;Aeneolamia sp;0.3 L/ha;21 días;12 horas;;;;;;;;
SPIDER 250 SC;Imidacloprid + Lambdacihalotrina;SC;Insecticida;1502;II;Maíz;Cogollero;Spodoptera frugiperda;0.25 L/Ha;30 días;12 horas;;;;;;;;
SPIDER 250 SC;Imidacloprid + Lambdacihalotrina;SC;Insecticida;1502;II;Arroz;Chinche;Oebalus sp;0.3 L/ha;21 días;12 horas;;;;;;;;
SPIDER 250 SC;Imidacloprid + Lambdacihalotrina;SC;Insecticida;1502;II;Aguacate;Monalonion;Monalonion velezangeli;0.25 L/Ha;7 días;12 horas;;;;;;;;
SPIDER 250 SC;Imidacloprid + Lambdacihalotrina;SC;Insecticida;1502;II;Tomate;Mosca blanca;Trialeurodes vaporariorum;0.45 L/Ha;7 días;12 horas;;;;;;;;
SPIDER 250 SC;Imidacloprid + Lambdacihalotrina;SC;Insecticida;1502;II;Papa;Gusano blanco;Premnotrypes vorax;0.4 L/Ha;14 días;12 horas;;;;;;;;
SPIDER 250 SC;Imidacloprid + Lambdacihalotrina;SC;Insecticida;1502;II;Papa;Polilla guatemalteca;Tecia solanivora;0.4 L/Ha;14 días;12 horas;;;;;;;;
SPIDER 250 SC;Imidacloprid + Lambdacihalotrina;SC;Insecticida;1502;II;Papa;Mosca blanca;Trialeurodes vaporariorum;0.4 L/Ha;14 días;12 horas;;;;;;;;
SPINTOR 120 SC;Spinosad;SC;Insecticida;1415;III;Frijol;Trips;Thrips palmi;400 mL/Ha;3 días;12 horas;;;;;;;;
SPINTOR 120 SC;Spinosad;SC;Insecticida;1415;III;Tomate;Cogollero del tomate;Tuta absoluta;300 mL/Ha;1 día;12 horas;;;;;;;;
SPINTOR 120 SC;Spinosad;SC;Insecticida;1415;III;Rosa ;Trips;Frankliniella occidentalis;150 mL/Ha;N.A.;12 horas;;;;;;;;
SPIRAL;Spirodiclofen;SC;Acaricida;1727;III;Naranja;Ácaros;Tetranychus urticae;350 - 400 ml/ha;7 días;12 horas;;;;;;;;
SPIRAL;Spirodiclofen;SC;Acaricida;1727;III;Limon;Ácaros;Tetranychus urticae;350 - 400 ml/ha;7 días;12 horas;;;;;;;;
SPIRAL;Spirodiclofen;SC;Acaricida;1727;III;Mandarina;Ácaros;Tetranychus urticae;350 - 400 ml/ha;7 días;12 horas;;;;;;;;
SPIRAL;Spirodiclofen;SC;Acaricida;1727;III;Lima;Ácaros;Tetranychus urticae;350 - 400 ml/ha;7 días;12 horas;;;;;;;;
SPIRAL;Spirodiclofen;SC;Acaricida;1727;III;Tangelo;Ácaros;Tetranychus urticae;350 - 400 ml/ha;7 días;12 horas;;;;;;;;
SPIRAL;Spirodiclofen;SC;Acaricida;1727;III;Toronja;Ácaros;Tetranychus urticae;350 - 400 ml/ha;7 días;12 horas;;;;;;;;
SPORADA SC MYCROS®;Paecilomyces fumosoroseus BPF002 5x 109;SC;Bioinsumo ;7668;III;Estragón;Ácaros;Tetranychus urticae;1.5 - 2.0 cc/L;Sin informsción;Sin informsción;;;;;;;;
SPORADA SC MYCROS®;Paecilomyces fumosoroseus BPF002 5x 109;SC;Bioinsumo ;7668;III;Fresa;Ácaros;Tetranychus urticae;1.0 - 1.2 L/Ha;Sin informsción;Sin informsción;;;;;;;;
SPORADA SC MYCROS®;Paecilomyces fumosoroseus BPF002 5x 109;SC;Bioinsumo ;7668;III;Rosa;Ácaros;Tetranychus urticae;1.5 - 2.0 cc/L;Sin informsción;Sin informsción;;;;;;;;
SPORADA SC MYCROS®;Paecilomyces fumosoroseus BPF002 5x 109;SC;Bioinsumo ;7668;III;Clavel;Ácaros;Tetranychus cinnabarinus;1.5 - 2.0 cc/L;Sin informsción;Sin informsción;;;;;;;;
SPORADA SC MYCROS®;Paecilomyces fumosoroseus BPF002 5x 109;SC;Bioinsumo ;7668;III;Arroz;Ácaros;Steneotarsonemus spinki;0.4 - 0.5 L/Ha;Sin informsción;Sin informsción;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Mango;Antracnosis;Colletotrichum gloeosporoides;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Mango;Mancha foliar;Cercospora sp.;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Mango;Pudrición de la raíz;Fusarium sp;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Mango;Pudrición seca;Ceratocystis paradoxa;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Mango;Complejo de pudrición en postcosecha;Penicillium sp;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Mango;Complejo de pudrición en postcosecha;Alternaria sp;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Mango;Complejo de pudrición en postcosecha;Aspergillus sp;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Mango;Complejo de pudrición en postcosecha;Rhizopus sp;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Papaya;Antracnosis;Colletotrichum gloeosporoides;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Papaya;Mancha foliar;Cercospora sp.;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Papaya;Pudrición de la raíz;Fusarium sp;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Papaya;Pudrición seca;Ceratocystis paradoxa;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Papaya;Complejo de pudrición en postcosecha;Penicillium sp;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Papaya;Complejo de pudrición en postcosecha;Alternaria sp;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Papaya;Complejo de pudrición en postcosecha;Aspergillus sp;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Papaya;Complejo de pudrición en postcosecha;Rhizopus sp;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Aguacate;Antracnosis;Cladosporium gloeosporoides;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Guanabana;Antracnosis;Cladosporium gloeosporoides;2.75 cc/ 5 L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Clavel;Antracnosis;Cladosporium echinulatum;0.8 cc/L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Ornamentales;Sin información;Botrytis cinerea;0.6-0.8 cc/L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Rosa;Mildeo Polvoso;Sphaerotheca pannosa;0.8 cc/L de agua;Sin informsción;6 horas;;;;;;;;
SPORTAK® 45 EC;Procloraz;EC;Fungicida;1698;III;Uchuva;Moho gris;Botrytis cinerea;0.8 L/ha;Sin informsción;6 horas;;;;;;;;
STARKLE® 20 SG;Dinotefuran;SG;Insecticida;1201;III;Arroz;Chinche;Oebalus poecilus;0.15 kg/ha;1 dia;12 horas;;;;;;;;
STARKLE® 20 SG;Dinotefuran;SG;Insecticida;1201;III;Arroz;Diatrea;Diatraea saccharalis;0.15 kg/ha;1 dia;12 horas;;;;;;;;
STARKLE® 20 SG;Dinotefuran;SG;Insecticida;1201;III;Tomate;Mosca blanca;Trialeurodes vaporariorum;0.50 kg /ha;1 dia;12 horas;;;;;;;;
STARKLE® 20 SG;Dinotefuran;SG;Insecticida;1201;III;Papa;Mosca blanca;Trialeurodes vaporariorum;0.45 kg /ha;1 dia;12 horas;;;;;;;;
STARKLE® 20 SG;Dinotefuran;SG;Insecticida;1201;III;Rosa;Trips;Frankliniella occidentalis;0.8 - 1.0 g/L;N.A.;12 horas;;;;;;;;
STARMITE® 30 SC;Cienopirafen;SC;Acaricida;837;II;Rosas;Ácaros;Tetranychus urticae;700 cc/ha;N.A.;12 horas;;;;;;;;
STARMITE® 30 SC;Cienopirafen;SC;Acaricida;837;II;Clavel;Ácaros;Tetranychus cinnabarinus;800 cc/ha;N.A.;12 horas;;;;;;;;
STIMO 66 WP;Zoxamide + Cimoxanil;WP;Fungicida;3702;III;Papa;Gota o Tizón tardío;Phytophthora infestans;300 - 400 g/ha;3 dias;12 horas;;;;;;;;
STRIKE™ 250 EC;Propiconazol;EC;Fungicida;3990;III;Banano;Sigatoka negra;Mycosphaerella fijiensis;400 cm3/ha;1 dia;12 horas;;;;;;;;
STRIKE™ 250 EC;Propiconazol;EC;Fungicida;3990;III;Arroz;Manchado del grano;Helminthosporium oryzae;500 cm3/ha;30 dias;12 horas;;;;;;;;
STRIKE™ 250 EC;Propiconazol;EC;Fungicida;3990;III;Arroz;Complejo de  la panícula del arroz;Helminthosporium oryzae;1 L/ha;30 dias;12 horas;;;;;;;;
STRIKE™ 250 EC;Propiconazol;EC;Fungicida;3990;III;Café;Roya;Hemileia vastatrix;800 cc/ha;21 dias;12 horas;;;;;;;;
STRIKE™ 250 EC;Propiconazol;EC;Fungicida;3990;III;Café;Roya;Hemileia vastatrix;1 L/ha;21 dias;12 horas;;;;;;;;
STROBY® SC;Kresoxim metil;SC;Fungicida;3041;III;SIN INFO;SIN INFO;SIN INFO;SIN INFO;SIN INFO;SIN INFO;;;;;;;;
SUCCESS GF-120™ 0.02 CB;Spinosad;CB;Insecticida;0125;III;Mango;Mosca de la fruta;Anastrepha obliqua;1,6 L/ha ;N.A.;2 horas;;;;;;;;
SUCCESS GF-120™ 0.02 CB;Spinosad;CB;Insecticida;0125;III;Mango;Mosca Mediterránea de las frutas;Ceratitis capitata;1,6 L/ha ;N.A.;2 horas;;;;;;;;
SUCCESS GF-120™ 0.02 CB;Spinosad;CB;Insecticida;0125;III;Ciruela;Mosca de la fruta;Anastrepha obliqua;1,6 L/ha ;N.A.;2 horas;;;;;;;;
SUCCESS GF-120™ 0.02 CB;Spinosad;CB;Insecticida;0125;III;Ciruela;Mosca Mediterránea de las frutas;Ceratitis capitata;1,6 L/ha ;N.A.;2 horas;;;;;;;;
SUCCESS GF-120™ 0.02 CB;Spinosad;CB;Insecticida;0125;III;Zapote;Mosca de la fruta;Anastrepha obliqua;1,6 L/ha ;N.A.;2 horas;;;;;;;;
SUCCESS GF-120™ 0.02 CB;Spinosad;CB;Insecticida;0125;III;Zapote;Mosca Mediterránea de las frutas;Ceratitis capitata;1,6 L/ha ;N.A.;2 horas;;;;;;;;
SUCCESS GF-120™ 0.02 CB;Spinosad;CB;Insecticida;0125;III;Guayaba;Mosca de la fruta;Anastrepha obliqua;1,6 L/ha ;N.A.;2 horas;;;;;;;;
SUCCESS GF-120™ 0.02 CB;Spinosad;CB;Insecticida;0125;III;Guayaba;Mosca de la fruta;Anastrepha striata;1,6 L/ha ;N.A.;2 horas;;;;;;;;
SUCCESS GF-120™ 0.02 CB;Spinosad;CB;Insecticida;0125;III;Guayaba;Mosca de la fruta;Anastrepha fraterculus;1,6 L/ha ;N.A.;2 horas;;;;;;;;
SUCCESS GF-120™ 0.02 CB;Spinosad;CB;Insecticida;0125;III;Guayaba;Mosca Mediterránea de las frutas;Ceratitis capitata;1,6 L/ha ;N.A.;2 horas;;;;;;;;
SUCCESS GF-120™ 0.02 CB;Spinosad;CB;Insecticida;0125;III;Almendros;Mosca Mediterránea de las frutas;Ceratitis capitata;1,6 L/ha ;N.A.;2 horas;;;;;;;;
SUCCESS GF-120™ 0.02 CB;Spinosad;CB;Insecticida;0125;III;Banano;Mosca Mediterránea de las frutas;;1,6 L/ha ;N.A.;2 horas;;;;;;;;
SUCCESS GF-120™ 0.02 CB;Spinosad;CB;Insecticida;0125;III;Níspero;Mosca Mediterránea de las frutas;;1,6 L/ha ;N.A.;2 horas;;;;;;;;
SUCCESS GF-120™ 0.02 CB;Spinosad;CB;Insecticida;0125;III;Durazno;Mosca Mediterránea de las frutas;;1,6 L/ha ;N.A.;2 horas;;;;;;;;
SUCCESS GF-120™ 0.02 CB;Spinosad;CB;Insecticida;0125;III;Granadilla;Mosca del Ovario;Dasiops inedulis;1,6 L/ha ;N.A.;2 horas;;;;;;;;
SUCCESS GF-120™ 0.02 CB;Spinosad;CB;Insecticida;0125;III;Maracuyá;Mosca del Ovario;Dasiops inedulis;1,6 L/ha ;N.A.;2 horas;;;;;;;;
SUKOY® VECOL 600 S.C.;Carbendazim + Ciproconazol;SC;Fungicida;1264;III;Café;Roya;Hemileia vastatrix;0.25 L/ha;15 dias;12 horas;;;;;;;;
SUKOY® VECOL 600 S.C.;Carbendazim + Ciproconazol;SC;Fungicida;1264;III;Tomate;Alternaria o Amarillera;Alternaria solani;0.20 - 0.25 L/ha;15 dias;4 horas;;;;;;;;
SUMATRA® SC;Etoxazole ;SC;Acaricida;1847;III;Rosa;Arañita Roja;Tetranychus urticae;0.3 - 0.45 cc/L;N.A.;12 horas;;;;;;;;
SUMI-8® 25 WP;Diniconazol;WP;Fungicida;3084;III;Arroz;Añublo;Pyricularia oryzae;0.36 kg/ha;15 dias;12 horas;;;;;;;;
SUMI-8® 25 WP;Diniconazol;WP;Fungicida;3084;III;Arroz;Complejo Fungoso;SIN INFO;0.36 kg/ha;15 dias;12 horas;;;;;;;;
SUMI-8® 25 WP;Diniconazol;WP;Fungicida;3084;III;Bánano;Sigatoka Negra;Mycosphaerella fijiensis;0.2 - 0.3 kg/ha;15 dias;12 horas;;;;;;;;
SUMI-8® 25 WP;Diniconazol;WP;Fungicida;3084;III;Plátano;Sigatoka Negra;Mycosphaerella fijiensis;0.2 - 0.3 kg/ha;15 dias;12 horas;;;;;;;;
SUMI-REY® SC;Tebuconazol + Metominostrobin;SC;Fungicida;1947;II;Arroz;Complejo fungoso del manchado de grano;Helminthosporium oryzae, Cercospora oryzae, Curvularia lunata, Sarocladium oryzae;0.7 L/ha;35 dias;12 horas;;;;;;;;
SUNFIRE® 24 SC;Clorfenapir;SC;Acaricida - insecticida;3224;II;Tomate;Gusano cogollero;Tuta absoluta;0.6 cc/L;SIN INFO;SIN INFO;;;;;;;;
SUNFIRE® 24 SC;Clorfenapir;SC;Acaricida - insecticida;3224;II;Ornamentales;Ácaros ;Tetranychus urticae;0.4 - 0.6 cc/L;SIN INFO;SIN INFO;;;;;;;;
SUNFIRE® 24 SC;Clorfenapir;SC;Acaricida - insecticida;3224;II;Ornamentales;Trips;Frankliniella occidentalis;0.6 cc/L;SIN INFO;SIN INFO;;;;;;;;
SUNFIRE® 24 SC;Clorfenapir;SC;Acaricida - insecticida;3224;II;Ornamentales;Minador de la hoja ;Liriomyza sp;0.6 cc/L;SIN INFO;SIN INFO;;;;;;;;
SUNJET®;Isopyrazam;EC;Fungicida;1062;II;Rosa;Mildeo polvoso;Sphaerotheca pannosa;1.5 cc/L;N.A.;4 horas;;;;;;;;
SUNJET®;Isopyrazam;EC;Fungicida;1062;II;Banano;Mancha anillada;Cladosporium echinulatum;1.2 cc/L ;N.A.;4 horas;;;;;;;;
SUPREME® 400 EW;Tebuconazol  + Procloraz ;EW;Fungicida;442;III;Algodón;Ramularia;Ramularia areola;0.5 L/ha;21 dias;12 horas;;;;;;;;
SUPREME® 400 EW;Tebuconazol  + Procloraz ;EW;Fungicida;442;III;Arroz;Complejo del Manchado de grano;Helminthosporium sp, Curvularia sp. y Nigrospora sp.;0.75 L/ha;28 dias;12 horas;;;;;;;;
SUPREME® 400 EW;Tebuconazol  + Procloraz ;EW;Fungicida;443;III;Arroz;Pudrición de la Vaina;Sarocladium oryzae;0.75 L/ha;28 dias;12 horas;;;;;;;;
SUPREME® 400 EW;Tebuconazol  + Procloraz ;EW;Fungicida;444;III;Aguacate;Antracnosis;Colletotrichum gloesporioides;0.45 - 0.54 L/ha;21 dias;12 horas;;;;;;;;
SUPREME® 400 EW;Tebuconazol  + Procloraz ;EW;Fungicida;445;III;Maíz;Complejo fungoso de la lamina foliar;Phyllacora maydis Helminthosporium sp. Curvularia sp;0.5 L/ha;21 dias;12 horas;;;;;;;;
SUPREME® 400 EW;Tebuconazol  + Procloraz ;EW;Fungicida;446;III;Naranja;Mancha café;Alternaria tenuissima;0.50- 0.75 L/ha;21 dias;12 horas;;;;;;;;
SUPREME® 400 EW;Tebuconazol  + Procloraz ;EW;Fungicida;447;III;Pasto Kikuyo;Mancha foliar de los pastos;Dreschlera poae (Baudys);0.6 L/ha;N.A.;12 horas;;;;;;;;
SUPREME® 400 EW;Tebuconazol  + Procloraz ;EW;Fungicida;448;III;Arveja;SIN INFO;Ascochyta pisi;0.5 L/ha;21 dias;12 horas;;;;;;;;
SUPREME® 400 EW;Tebuconazol  + Procloraz ;EW;Fungicida;449;III;Caucho;Antracnosis;Colletotrichum gloesporoides;0.5 L/ha;N.A.;12 horas;;;;;;;;
SUPREME® 400 EW;Tebuconazol  + Procloraz ;EW;Fungicida;450;III;Mora;Botrytis;Botrytis cinerea;0.48 L/ha;21 dias;12 horas;;;;;;;;
SUPRESSOR® 500 SC;Flutriafol;SC;Fungicida;1849;II;Papa;Alternaria;Alternaria solani;0.2 L/Ha;14 dias;12 horas;;;;;;;;
SUPRESSOR® 500 SC;Flutriafol;SC;Fungicida;1849;II;Banano;Sigatoka negra;Mycosphaerella fijiensis;0.2 L/Ha;N.A.;4 horas;;;;;;;;
SWITCH® 62.5 WG;Fludioxonil + Ciprodinil ;WG;Fungicida;3723;III;Uchuva;Podredumbre gris;Botrytis cinérea;400 g/ha;3 dias;Tan pronto se seque lo asperjado;;;;;;;;
SWITCH® 62.5 WG;Fludioxonil + Ciprodinil ;WG;Fungicida;3723;III;Rosa;Moho gris;Botrytis cinerea;0.6 g/L;N.A.;Tan pronto se seque lo asperjado;;;;;;;;
SWITCH® 62.5 WG;Fludioxonil + Ciprodinil ;WG;Fungicida;3723;III;Clavel;Moho gris;Botrytis cinerea;0.5 g/L;N.A.;Tan pronto se seque lo asperjado;;;;;;;;
SWITCH® 62.5 WG;Fludioxonil + Ciprodinil ;WG;Fungicida;3723;III;Gerberas;Moho gris;Botrytis cinerea;0.5 - 0.6 g/L;N.A.;Tan pronto se seque lo asperjado;;;;;;;;
SWITCH® 62.5 WG;Fludioxonil + Ciprodinil ;WG;Fungicida;3723;III;Crisantemo y pompón;Moho gris;Botrytis cinerea;0.6 g/L;N.A.;Tan pronto se seque lo asperjado;;;;;;;;
SYDBAR® 328 SC;Imidacloprid + Abamectina;SC;Insecticida;1700;II;Rosa;Acaro rojo;Tetranychus urticae;0.5 L/ha;N.A.;4 horas;;;;;;;;
SYLLIT® 400 SC;Dodine;SC;Fungicida;504;II;Clavel;Mancha anillada;Heterosporium echinolatum;1.3 - 1.6 cm3/L;N.A.;4 horas;;;;;;;;
SYLLIT® 400 SC;Dodine;SC;Fungicida;504;II;Rosa;Mildeo polvoso;Sphaerotheca pannosa;1.0 - 1.3 cm3/L;N.A.;4 horas;;;;;;;;
SYLLIT® 400 SC;Dodine;SC;Fungicida;504;II;Ornamentales;Moho gris ;Botrytis cinerea;0.6 cm3/L;N.A.;4 horas;;;;;;;;
SYLLIT® 400 SC;Dodine;SC;Fungicida;504;II;Banano;Sigatoka negra;Mycosphaerella fijiensis;1 L/ha;0 dias;4 horas;;;;;;;;
SYMBIOSIS 375 SC;Tebuconazol + Carbendazim;SC;Fungicida;1370;III;Arroz;Pudrición de la vaina;Sarocladium oryzae;0.75 L/ha;35 dias;12 horas;;;;;;;;
TABAZCO®;Tridemorf;OL;Fungicida;1603;II;Banano;Sigatoka negra;Mycosphaerella fijiensis;0.5 L/ha;0 dias;2 horas;;;;;;;;
TACHIGAREN® 30 SL;Himexazol;SL;Fungicida;3255;III;Arroz;mancha naranja;Gaeumannomyces graminis;0.3 L/ha;N.A.;12 horas;;;;;;;;
TACORA 25 EW;Tebuconazol;EW;Fungicida;0433;III;Arroz;Helmintosporiosis;Helmintosporium oryzae;0.6 L/ha;35 dias;4 horas;;;;;;;;
TACORA 25 EW;Tebuconazol;EW;Fungicida;0433;III;Ornamentales;Mildeo Velloso;Peronospora sparsa;0.6 L/ha;N.A.;4 horas;;;;;;;;
TACORA 25 EW;Tebuconazol;EW;Fungicida;0433;III;Pompon;Roya Blanca;Puccinia horiana;0.6 L/ha;N.A.;4 horas;;;;;;;;
TACORA 25 EW;Tebuconazol;EW;Fungicida;0433;III;Cebolla bulbo;Mancha purpura;Alternaria porri;0.6 L/ha;7 dias;4 horas;;;;;;;;
TACORA 25 EW;Tebuconazol;EW;Fungicida;0433;III;Cebolla larga;Mancha purpura;Alternaria porri;0.6 L/ha;7 dias;4 horas;;;;;;;;
TACORA 25 EW;Tebuconazol;EW;Fungicida;0433;III;Cebollin;Mancha purpura;Alternaria porri;0.6 L/ha;7 dias;4 horas;;;;;;;;
TACORA 25 EW;Tebuconazol;EW;Fungicida;0433;III;Puerro;Mancha purpura;Alternaria porri;0.6 L/ha;7 dias;4 horas;;;;;;;;
TAIFUNG® 250 SC;Tebuconazol + Carbendazim;SC;Fungicida;1418;III;Arroz;Añublo de la Vaina;Rhizoctonia solani;0.75 L/ha;35 dias;12 horas;;;;;;;;
TAIREL™ WP;Benalaxil + Mancozeb ;WP;Fungicida;3692;III;Papa;Gota o Tizón tardío ;Phytophthora infestans;1 kg/200 L de agua;14 dias;12 horas;;;;;;;;
TAIREL™ WP;Benalaxil + Mancozeb ;WP;Fungicida;3692;III;Aguacate;Marchitez ;Phytophthora cinnamomi;1 kg/200 L de agua;14 dias;12 horas;;;;;;;;
TAKADA 500 SC - DVA;Azoxystrobin + Flutriafol;SC;Fungicida;1470;III;Arroz;Pudrición de la Vaina;Sarocladium oryzae;0.4 L/ha;15 dias;12 horas;;;;;;;;
TALANTE GOLD® 150 SC;Tiametoxam + Deltametrina;SC;Insecticida;1550;III;Arroz;Chinche;Oebalus insularis;0.18 L/ha;20 días;12 horas;;;;;;;;
TALANTE GOLD® 150 SC;Tiametoxam + Deltametrina;SC;Insecticida;1550;III;Cebolla bulbo;Trips;Thrips tabaci;0.65 L/ha;15 días;12 horas;;;;;;;;
TALANTE GOLD® 150 SC;Tiametoxam + Deltametrina;SC;Insecticida;1550;III;Papa;Polilla Guatemalteca;Tecia solanivora;0.9 L/ha;20 días;12 horas;;;;;;;;
TALANTE GOLD® 150 SC;Tiametoxam + Deltametrina;SC;Insecticida;1550;III;Rosa;Trips;Frankliniella occidentalis;1.8 cc/L;N.A.;4 horas;;;;;;;;
TALANTE GOLD® 150 SC;Tiametoxam + Deltametrina;SC;Insecticida;1550;III;Tomate;Pasador;Neoleucinodes elegantalis;0.55 L/ha;15 días;12 horas;;;;;;;;
TALANTE GOLD® 150 SC;Tiametoxam + Deltametrina;SC;Insecticida;1550;III;Algodón;Picudo;Anthonomus grandis;0.55 L/ha;15 días;4 horas;;;;;;;;
TANDEM® 250 SC;Tebuconazol + Carbendazim;SC;Fungicida;243;III;Arroz;Añublo de la Vaina;Rhizoctonia solani;0.75 L/ha;35 dias;12 horas;;;;;;;;
TANDEM® 250 SC;Tebuconazol + Carbendazim;SC;Fungicida;243;III;Arroz;Complejo de Manchado del grano;Helminthosporium sp, Cercospora oryzae, Sarocladium oryzae, Rynchosporium oryzae, Alternaria sp;0.8 - 1 L/ha;35 dias;12 horas;;;;;;;;
TANDEM® 250 SC;Tebuconazol + Carbendazim;SC;Fungicida;243;III;Rosas;Botrytis;Botrytis cinerea;1.2 - 1.5 cm3/L de agua;N.A.;4 horas;;;;;;;;
TANDEM® 250 SC;Tebuconazol + Carbendazim;SC;Fungicida;243;III;Cebolla;Amarillera o punteo;Alternaria porri;1 L/ha;7 dias;12 horas;;;;;;;;
TANDEM® 250 SC;Tebuconazol + Carbendazim;SC;Fungicida;243;III;Tomate;Tizon temprano;Alternaria Solani;0.6 L/ha;7 dias;4 horas;;;;;;;;
TANREK® 500 SC;Imidacloprid;SC;Insecticida;1481;II;Arroz;Sogata;Tagosodes orizicolus;0.07 - 0.1 L/ha;30 dias;12 horas;;;;;;;;
TANREK® 500 SC;Imidacloprid;SC;Insecticida;1481;II;Maiz;Chicharrita;Dalbulus maidis;0.06 - 0.08 L/ha;30 dias;12 horas;;;;;;;;
TANREK® 500 SC;Imidacloprid;SC;Insecticida;1481;II;Rosa;Áfidos;Macrosiphum rosae;0.07 cm3/L ;N.A.;4 horas;;;;;;;;
TANREK® 500 SC;Imidacloprid;SC;Insecticida;1481;II;Tomate;Mosca blanca;Trialeurodes vaporariorum;SIN INFO;7 dias;4 horas;;;;;;;;
TARGET® 247 SC;Tiametoxam + Lambdacialotrina;SC;Insecticida;1385;II;Arroz;Chinches;Oebalus sp., Mormidea sp;100 mL/ha;14 dias;12 horas;;;;;;;;
TARGET® 247 SC;Tiametoxam + Lambdacialotrina;SC;Insecticida;1385;II;Cebolla;Trips;Thrips tabaci;400 mL/ha;14 dias;12 horas;;;;;;;;
TARGET® 247 SC;Tiametoxam + Lambdacialotrina;SC;Insecticida;1385;II;Frijol;Trips;Thrips palmi;500 mL/ha;14 dias;12 horas;;;;;;;;
TARGET® 247 SC;Tiametoxam + Lambdacialotrina;SC;Insecticida;1385;II;Papa;Pulguilla;Epitrix sp;100 mL/ha;14 dias;12 horas;;;;;;;;
TARGET® 247 SC;Tiametoxam + Lambdacialotrina;SC;Insecticida;1385;II;Pastos;Mion;Aeneolamia reducta;100 mL/ha;N.A.;12 horas;;;;;;;;
TARGET® 247 SC;Tiametoxam + Lambdacialotrina;SC;Insecticida;1385;II;Rosa;Trips;Frankliniella occidentalis;1 mL/L;N.A.;12 horas;;;;;;;;
TASPA® 500 EC;Propiconazol + Difenoconazol;EC;Fungicida;3099;III;Arroz;Complejo del manchado de grano;Rhizoctonia solani, Helminthosporium oryzae, Sarocladium oryzae;0.20 - 0.25 L/ha;35 dias;SIN INFO;;;;;;;;
Tebuconazol 250 EC - DVA;Tebuconazol;EC;Fungicida;1733;III;Arroz;Complejo del manchado del grano;Helminthosporium sp., Cercospora oryzae;0.7 L/ha;30 dias;12 horas;;;;;;;;
